ztfname,ra,dec
ZTF18aaommeg,254.7148772,30.18494265
ZTF18aaialps,254.7498758,34.5805426
ZTF18abauprj,254.7711516,47.2364039
ZTF18abmstte,254.8197836,1.3678389
ZTF18aazabmh,254.9051864,59.0732897
ZTF20abrffom,254.9075979,56.0689701
ZTF21aaxwnlr,254.9847,-4.4286717
ZTF20aazpnxl,255.04304225,50.8372583
ZTF21ablrhtk,255.0735117,23.090403
ZTF20aaurhio,255.1357846,36.6262821
ZTF18abjyuoj,255.2461112,-18.8067166
ZTF19aafnecv,255.2683611,25.8697757
ZTF22abcuiht,255.313153,40.291271
ZTF20aatuwib,255.3223617,2.9115817
ZTF18aangpkx,255.3390579,32.7858246
ZTF20aaifyrs,255.3861223,27.9427313
ZTF22aaajuiz,255.390483,32.952552
ZTF21abcyzzi,255.4182431,37.8530111
ZTF22aasmjxf,255.5722139,10.6817262
ZTF18abdfydj,255.5939785,57.7515242
ZTF19abqsojs,255.6279257,41.2194333
ZTF19abqsmns,255.68502145,55.9880875
ZTF22abfunyc,255.7095498,29.9487563
ZTF21aagtqgz,255.7660404,33.5437702
ZTF22abfuoce,255.778135,34.6383231
ZTF18aaxgwpl,255.7912812,59.6602682
ZTF19abfwtkw,255.8391304,55.7264857
ZTF20abyzbxa,255.858077,35.9996642
ZTF18abqbavl,255.8738348,41.6452483
ZTF22aanzrlh,255.8787381,36.4184337
ZTF18aaqskoy,255.9077674,36.4291863
ZTF18abfdxbt,255.9286206,78.6563989
ZTF19acbwhqc,256.1910179,15.354287
ZTF21abowrey,256.2057926,-24.0642586
ZTF19aawbsek,256.2067331,-8.3487742
ZTF20acgyulx,256.233503,21.0074069
ZTF19aamkywr,256.2857797,7.9905821
ZTF19abakdjd,256.2923911,41.77946
ZTF19aathcvn,256.3819516,12.5683725
ZTF21abtzmlz,256.4268196,25.519379
ZTF19acitkzs,256.4374432,80.2691507
ZTF20aabqisb,256.5153245,70.7753138
ZTF18abkhcrj,256.6513822,24.5454048
ZTF18abcvush,256.6832836,18.3569903
Gaia22acr,256.7872083333333,45.67348055555555
ZTF21acdkxcr,256.8283406,19.333977
ZTF20abektyy,256.9501406,51.7564407
ZTF22abnvzhx,257.0184002,26.3776402
ZTF20aamttmo,257.0795508,18.2996185
ZTF19abulzlj,257.1455212,51.4737874
ZTF19aamhqow,257.1520753,21.7811365
ZTF21abnvsic,257.1794722,39.5353588
ZTF21abvdyoj,257.2062191,26.6491062
ZTF23aahxdhe,257.2254129,19.1723494
ZTF22aalunvy,257.2432644,21.8843766
ZTF22abatsyj,257.2837047,62.7212648
ZTF22abtpejn,257.3014033,40.9201942
ZTF22abakcfy,257.3386523,4.1711587
ZTF21abhfzzs,257.3738188,-22.4476551
ZTF19abxdnhr,257.4396547,31.7392285
ZTF23aamzuca,257.5066608,34.1648314
ZTF20acgynyw,257.5362404,38.2295629
ZTF18abfeyey,257.544785,57.2953456
ZTF18abmxahs,257.5465852,21.6490447
ZTF20abmxovj,257.5513995,55.644063
ZTF20abawtpy,257.5725805,51.8428297
ZTF21aaqecpl,257.5903196,-3.2308698
ZTF22abfuosd,257.7581524,39.163682
ZTF23aaqcaeo,257.8551407,13.5691693
ZTF18abdhsfc,257.9185582,79.6436733
ZTF19abvjcii,257.9704669,72.4210881
ZTF21abzywja,257.9758445,34.1536279
ZTF19aanmdsr,258.0368507,55.3068255
ZTF20aavnnqo,258.1040718,42.2654412
ZTF18abfzkno,258.1288971,26.018622
ZTF19aapbgty,258.1486937,64.4560765
ATLAS22dlf,258.1511,40.62008611111112
ZTF22abiflfo,258.1518157,4.9009597
ZTF20aaghpdc,258.2042996,79.0615767
ZTF20aanvsds,258.3206678,54.8275658
ZTF20aaifyab,258.3405158,43.9017911
ZTF20abeqsrm,258.3420423,1.5508216
ZTF22abivkuq,258.3479297,42.89823
ZTF23aafwvek,258.395568,35.8167771
ZTF21aagtqgq,258.4811694,33.7802567
ZTF21aaswvyc,258.4872837,39.0988663
ZTF19aatzlmw,258.4966686,3.4923994
ZTF22aabgcko,258.5205807,-0.2706183
ZTF21aakvhtz,258.5567586,22.3265027
ZTF18abpttky,258.5604072,36.4589715
ZTF18abclfee,258.5926396,48.2642709
ZTF20aazooyu,258.5980805,30.9867609
ZTF22aasmlyn,258.6390698,-18.3524764
ZTF19abxdtew,258.6451229,28.1239154
ZTF20aaybvye,258.6627603,58.8800197
ZTF23aaawbsy,258.6727803,66.8561333
ZTF18abvnqkx,258.7134206,21.3334745
ZTF18aajsbbq,258.76362645,34.8280454
ZTF22aalwghb,258.9407291,0.5390798
ZTF20abccojn,258.9869011,61.4198798
ZTF20abtcijp,258.9905968,66.6908971
ZTF22aangixh,258.9975428,-16.2702366
ZTF20abegopd,259.0309527,40.7865635
ZTF18abrzhsn,259.0432291,1.4295018
ZTF19aayxlma,259.1039835,36.1141258
ZTF20abqbzuv,259.1132168,43.3426507
ZTF20abavxpk,259.1217011,29.4454936
ZTF22abiozoc,259.1990106,66.5112262
ZTF21abuvqoi,259.20802,44.0783292
ZTF19aaphifl,259.2462337,-2.8203
ZTF22abfunxy,259.303217,37.4637238
ZTF19aazcxwk,259.35306935,45.4307383
ZTF22aambeqv,259.3575622,2.5209337
ZTF21abuuzrk,259.4067526,15.5997994
ZTF19aasmkhn,259.5121856,14.7552021
ZTF22aambfit,259.5873197,8.1577921
ZTF21aazeugz,259.5965008,-0.3876239
ZTF20acmxpmg,259.6320672,18.2718283
ZTF21abcnpnk,259.641938,23.3412958
ZTF23aamzcfe,259.6917394,58.1340838
ZTF21abujdzr,259.7305785,26.2740953
ZTF23aaltnze,259.7855966,30.9463212
ZTF19aanuhox,259.8222571,48.7722815
ZTF23aansrmz,259.8468345,54.1032038
ZTF18abeaipj,260.0372159,9.4923387
ZTF18aazjztm,260.1015914,55.2146625
ZTF21abahgst,260.1493063,28.3212877
ZTF18aaydmkh,260.1611171,52.0419462
ZTF19aarfrmw,260.2568057,26.1520647
ZTF21abisowq,260.4569313,24.9523689
ZTF18aakzliv,260.4794389,29.3093266
ZTF21abjdqbo,260.6734492,63.1863645
ZTF18abnvoel,260.8138962,77.8448727
ZTF18absdgon,260.957533,46.3015674
ZTF18abbvsiv,261.1334979,70.3724867
ZTF20abefyha,261.158111,8.2280039
ZTF22aalvmic,261.4066198,24.3580374
ZTF18aasdted,261.4131984,59.4467859
ZTF18abdgwxn,261.4229112,23.8691198
ZTF18acezsyi,261.4464519,27.0336905
ZTF20aammicx,261.5055444,34.6274128
ZTF19abyfbqn,261.5238999,27.29419045
ZTF22aaoewrn,261.5519877,27.6186938
ZTF23aajkejg,261.5862802,23.6624718
ZTF19aazgpar,261.5880504,19.6206275
ZTF21aaxzbrn,261.6062332,29.1261664
ZTF18aaibibr,261.64160675,34.37357675
ZTF18abptsco,261.7142166,34.246582149999995
ZTF21aassamj,261.7236801,13.1788013
ZTF21abdthxn,261.7550051,70.2109368
ZTF19acdulhn,261.7755092,-0.361968
ZTF20abefzfc,261.8641474,30.1925338
ZTF23aanptmz,261.8746186,34.2979804
ZTF19aanipyw,261.8749458,33.2233614
ZTF20abtajxq,261.892299,63.637512
ZTF23aaejwkh,261.961547,73.2252295
ZTF18aajtlbf,261.9676744,60.0953986
ZTF19abhztqq,262.004133,55.3834427
ZTF22aaoqfsm,262.0855698,73.4552986
ZTF19aawmqtd,262.0881744,23.744229
ATLAS22fet,262.1667,16.399905555555556
ZTF22aaaovio,262.1667575,16.3999128
ZTF20aaurfcm,262.2015279,28.7541247
ZTF20abpeyat,262.2204496,57.9181235
ZTF23aacdnjz,262.3339937,14.1843979
ZTF21abrssvd,262.3903329,24.8873551
ZTF21abahyyj,262.4567359,15.1182371
ZTF21aaublej,262.6048842,37.0109325
ZTF21abujefa,262.6759811,41.5491117
ZTF18ablongw,262.6780621,62.831111
ZTF22aahiyfc,262.7130047,5.8662001
ZTF18abhhxcp,262.7579231,71.8680868
ZTF18abvbayb,262.801119,79.0542548
ZTF21aauapli,262.8155173,5.439588
ZTF19abbvzgr,262.8224973,36.4505754
ZTF19abitljz,262.8486124,19.9664259
ZTF20abdtiti,262.8491008,15.4421713
ZTF23aamzucf,262.8539942,31.1711762
ZTF22aaydcsb,262.9613512,59.6196241
ZTF20abapyxl,263.140513,15.7358452
ZTF20abzfoyg,263.1558875,5.8291771
ZTF23aaekato,263.2520538,16.1830381
ZTF21acasloo,263.2959087,22.4408817
ZTF19acenjem,263.3513698,67.8696147
ZTF21abaakwd,263.399548,72.969097
ZTF22aaqhirm,263.437949,17.6068442
ZTF21abrgdug,263.5253891,8.5128787
ZTF18aandjhu,263.5266734,25.3437931
ZTF19aanukbi,263.63419725,19.3305802
ZTF22aambnsg,263.7611598,55.4185029
ZTF23aajjxso,263.8031519,6.7746131
ZTF18abfhaji,263.8092853,54.2469264
ZTF22aaylnhq,263.9346573,4.8324722
ZTF19acihfxz,264.0082759,53.1522762
ZTF20abeldyn,264.0185676,-0.497148
ZTF22aalfezf,264.0748028,40.1378706
ZTF18abrzeym,264.1127238,22.4905427
ZTF19aavorpa,264.11562515,13.40305955
ZTF23aajkeia,264.4349297,26.0454832
ZTF19abnmnrz,264.45553585,57.780433650000006
ZTF20acrseou,264.5276996,11.3087609
ZTF18aaxavsk,264.5833409,67.8494333
ZTF23aaiwunc,264.6373351,40.8212278
ZTF21aaekkbv,264.6478105,42.2155788
ZTF22abnqomh,264.7363678,74.8300961
ZTF19abcnpkt,264.8198609,16.152972
ZTF21achplzp,264.8433502,11.5832441
ZTF19abpbqor,264.8620879,31.2433833
ZTF19abfdupx,264.9288987,55.3888755
ZTF22aaaenuc,265.0458874,42.8140755
ZTF22aautuax,265.0626807,16.7391308
ZTF19aaurxsa,265.0734662,17.694185
ZTF19aayxlsg,265.1383968,47.83641335
ZTF19aatgwhs,265.2243619,38.7353738
ZTF21abjtqyq,265.3429872,38.4274794
ZTF19aambfxc,265.4294384,67.9620486
ZTF21aavuprl,265.4714387,63.5872636
ZTF18aawitoj,265.4826559,63.7564814
ZTF21abhtaiv,265.4927828,47.1044202
ZTF23aaawbmw,265.5030395,46.7302305
ZTF20aaeipdz,265.6921901,51.1961826
ZTF19abgprpq,265.7516159,25.0992212
ZTF20aanafwi,265.7981859,21.2460912
ZTF19aamrdmm,265.8584681,5.6386572
ZTF22aaaepjq,265.8805738,36.3189149
ZTF22aarqzls,265.9019737,86.4693705
ZTF18aaimxdx,266.0368978,39.35535515
ZTF18abdefet,266.0755563,68.0291229
ZTF18abcsgvj,266.102606,55.1754358
ZTF21abousji,266.1135967,58.9811096
ZTF23aamixrh,266.1618163,35.7335903
ZTF18abgxvra,266.1845433,38.1640078
ZTF20aawadcp,266.3145726,-5.0975942
ZTF19absfopz,266.3337838,44.408771
ZTF18aaytovs,266.4725503,31.7107178
ZTF18aawitry,266.5120261,63.3597061
ZTF22aawvlku,266.59831,17.6544304
ZTF19achaspq,266.6207306,30.7069311
ZTF20abjwuuv,266.6538684,20.504707
ZTF22abqajav,266.6665462,51.2875967
ZTF19abornyn,266.6822455,23.0321223
ZTF18aawmeiw,266.8109964,64.2640479
ZTF22aaobnru,266.855742,12.0586959
ZTF22aaijnqy,266.8819853,45.3039829
ZTF20abyskia,266.8982701,66.652076
ZTF18aamlqqh,266.9860783,34.93264225
ZTF21abehrtt,267.0028254,18.7990207
ZTF19abdoznh,267.0184331,15.8970093
ZTF19abnkrcd,267.0232519,15.7080477
ZTF20aawxsit,267.0491458,9.3025609
ZTF21abwprfg,267.0941451,33.6896866
ZTF20abbozif,267.1554884,60.7067063
ZTF22aaknmzk,267.2056351,59.5007463
ZTF20abxgwjr,267.2751559,61.6307718
ZTF20abhmnom,267.2933314,31.7596764
ZTF20abmxstg,267.2941798,59.7466021
ZTF20aaurhzc,267.3141534,17.9509481
ZTF19aakjfaz,267.343886,44.5182938
ZTF18aarwxum,267.3714747,58.5694084
ZTF22aajjdkr,267.3936733,16.6780376
ZTF18abnvnqb,267.42857815,54.3992354
ZTF19aayfaum,267.433177,48.4599528
ZTF20abkzhpk,267.4846772,44.6578901
ATLAS22ejh,267.4856208333333,30.49583611111112
ZTF18abdolfe,267.4857976,30.495735
ZTF22aalizik,267.5201438,26.4343039
ZTF23aacaftn,267.5729125,17.8401041
ZTF19aauqywe,267.6282567,77.4838326
ZTF19abyfbik,267.6487257,20.0892196
ZTF19abzfmak,267.7864918,24.8035023
ZTF19aalbzoh,267.7904655,21.4438755
ZTF18abtogdl,267.7971331,53.3144056
ZTF23aanyiwk,267.8125488,36.5700661
ZTF21abwprfj,267.940743,14.1459113
ZTF22abfweew,267.9480344,44.9042061
ZTF21abcgxwy,267.9690468,54.0239295
ZTF21acclizu,268.0629156,39.7089096
ZTF19aavidqf,268.0652928,47.2677782
ZTF21acaspdb,268.1327359,25.3065105
ZTF20aazoqmh,268.2049307,38.2288746
ZTF18abeecwe,268.2106423,21.3825957
ZTF20aayhacx,268.3027999,-0.8560435
ZTF23aaotvsl,268.3311574,70.6124208
ZTF18abxxssh,268.3955517,43.2160776
ZTF22aadolze,268.4078035,71.5463463
ZTF19abowcic,268.4094777,60.8402661
ZTF23aapphlk,268.4966268,70.9611116
ZTF22aatuatn,268.5318702,37.5931529
ZTF19abjswdz,268.5500572,4.7668588
ZTF20abdajyr,268.6046781,59.7809594
ZTF20abjwvdh,268.6048698,15.6180271
ZTF22aacagjm,268.6309165,19.4549948
ZTF20abloktg,268.6455403,19.69556515
ZTF20aawoojh,268.7246857,56.5142216
ZTF18aawjywv,268.7502819,42.8983248
ZTF21aamwyql,268.7630988,12.8971821
ZTF20abxgxjd,268.8763246,30.222282
ZTF19aanxgrz,268.9583765,62.6126286
ZTF21abuuzbq,269.0104734,18.3539102
ZTF20aammhli,269.0487495,62.7571028
ZTF18acbwlpj,269.1813389,41.7780732
ZTF23aacafoi,269.1863077,29.494575
ZTF18aamigmk,269.4177077,50.0386411
ZTF22aaedtvn,269.4189811,31.280145
ZTF18aazcoob,269.5114692,69.0727249
ZTF21aauamtx,269.5302749,63.6582564
ATLAS22etj,269.7220458333333,40.44765555555555
ZTF22abeipbi,269.7421816,11.0085179
ZTF22aapjbix,269.7583599,61.3345934
ZTF22aakdwiu,269.8143661,44.3430869
ZTF23aamtyjs,269.8431356,17.2600915
ZTF18aalcxig,269.9594068,40.8261853
ZTF20abegate,269.9687495,50.4908387
ZTF21abbkvrt,269.9698301,69.4197878
ZTF20acnrphs,269.9924157,68.4979543
ZTF20abhmqdn,269.9926589,44.8626527
ZTF21ackbkoy,270.0055916,45.1635168
ZTF22aajryew,270.0460585,48.6545373
ZTF21abtsoky,270.1123476,69.1623818
ZTF18abmmdif,270.1465362,61.6976963
ZTF18aavdwmh,270.1597638,57.6497678
ZTF21aaqorav,270.1598401,57.6498635
ZTF21aaxvnjy,270.1702709,37.2755168
ZTF18aavvnzu,270.2301586,52.7396031
ZTF19aakjesi,270.2674797,30.4616857
ZTF20aaznpor,270.4018525,75.2885127
ZTF23aadcbfw,270.4350881,74.3323629
ZTF21abwqrwo,270.467155,68.7142228
ZTF19abewqfb,270.5092181,31.7262325
ZTF20abffaxl,270.5299818,31.8595806
ZTF19aawqckx,270.5718141,69.8819705
ZTF21abvbihc,270.6706045,42.7959492
ZTF20acgkuay,270.7447087,52.1151001
ZTF18aarbaba,270.7554298,20.631021
ZTF20abyzgzj,270.7817455,16.4318828
ZTF19acordoi,270.7981813,74.7276192
ZTF22aashqrd,270.8248748,11.0167275
ZTF18abwdcdv,270.8647175,60.6773751
ZTF19acfsqjx,270.8831317,74.8328955
ZTF22abakwxh,270.896389,41.6263858
ZTF21acdkydg,270.9314614,28.8538593
ZTF20abqkbfx,271.0009931,74.0139073
ZTF19aaxfzao,271.0769427,29.7334013
ZTF21aafdxca,271.0923693,7.2836197
ZTF18aauocnw,271.1651446,41.5494843
ZTF18absdjms,271.203133,24.95400315
ZTF23aadjssg,271.217204,46.5455824
ZTF18abffdpa,271.2474403,34.809925
ZTF22aaoippk,271.25273,9.4799626
ZTF22aajezaq,271.2614505,56.2669169
ZTF22abgbydx,271.3050363,26.3577881
ZTF21abhtafw,271.3079489,46.8819449
ZTF20abqnctf,271.3520925,24.4843338
ZTF19acmdpyr,271.3913841,45.254536650000006
ZTF20acpjapi,271.4709928,34.0206841
ZTF20aaxxcms,271.5793072,36.633316
ZTF20abwktfx,271.6160219,46.5409931
ZTF21aaqzqaa,271.6478043,69.5296225
ZTF22aaljyqw,271.6643157,57.8225006
ZTF23aanzbtf,271.7075382,27.4877561
ZTF21aatsafx,271.8734567,24.9569709
ZTF22aajlzbs,271.9001267,50.1323479
ZTF21aasctwo,271.9238044,40.8329715
ZTF18abrzeuq,271.9371238,18.7498398
ZTF20abyiycy,271.9733448,30.5716186
ZTF22aaoqlos,271.9852051,68.9761143
ZTF20aamhocj,272.0000345,32.8780361
ZTF22aavzfwp,272.0206097,66.1812516
ZTF19acbiwjk,272.0380237,51.6863506
ZTF21abhthlm,272.0761841,74.2868636
ZTF22aamdxkj,272.2017778,30.1098048
ZTF19abadovk,272.2445978,28.022306
ZTF20abndopb,272.2788533,21.7768907
ZTF18abrzevz,272.3327044,27.61035155
ZTF19aaurstb,272.4334604,44.1810509
ZTF21aaoqcnh,272.4787275,11.3015037
ZTF19abtulak,272.5249057,39.963589
ZTF19accmboe,272.5695324,50.1800091
ZTF19abgcbey,272.6101224,43.7548488
ZTF20abedyov,272.6413288,14.267785
ZTF18aankxqv,272.6558778,33.1074335
ZTF19abpxttd,272.6881355,11.0888186
ZTF20abszyjg,272.7558976,53.4660171
ZTF19abinjcy,272.7726255,69.5926496
ZTF18abfchzq,272.8773471,36.1739959
ZTF23aacafsp,272.8794034,67.5421222
ZTF18abzqsxk,272.9398785,69.9184329
ZTF20aclwclm,272.9629019,14.9824532
ZTF23aagpjyp,272.9870802,52.8411076
ZTF18abcysdx,272.9888645,30.0453917
ZTF18aatrkga,273.0044553,51.724581
ZTF18aanygjk,273.0639517,56.619776
ZTF20abctyza,273.082066,42.5781346
ZTF22aakmhas,273.1511451,83.142877
ZTF19aaqyvdn,273.2036549,14.2337185
ZTF21abibhpm,273.2517034,21.0410599
ZTF20abjbiqf,273.327326,42.2515885
ZTF19abalrbb,273.3425582,11.4928154
ZTF19abpveqn,273.3714721,2.4615711
ZTF19abnxglw,273.6408912,41.23962315
ZTF20abuusst,273.6566124,26.9692308
ZTF23aaeskhd,273.6598461,59.3544192
ZTF20aayjxdv,273.6853947,43.4561731
ZTF19abdogun,273.76359025,49.955813
ZTF20acnsgdb,273.8124046,76.9191641
ZTF18abmmkaz,273.8272552,29.9107443
ZTF21abdhetx,273.8839735,6.7244177
ZTF18aaohzei,273.9072549,38.0691777
ZTF20aayjyhp,273.9320034,58.2153272
ZTF22aabzjge,273.9561082,69.7577739
ZTF22aaiiiho,273.9673515,12.0376527
ZTF19abpypvc,273.9810867,27.608468
ZTF21aaxuywf,274.0042061,6.751762
ZTF23aalsied,274.0184857,75.0511749
ZTF18abokpvh,274.031033,70.0179078
ZTF18abgmcmv,274.0544876,55.5908811
ZTF20abyleyk,274.0625614,14.2856168
ZTF21achplgf,274.1740681,15.2974136
ZTF22abivrnq,274.1819355,57.9980547
ZTF21abqymzg,274.2301586,5.3751718
ZTF18abfgygp,274.3394837,54.5373683
ZTF20abisvtr,274.3531709,73.7509333
ZTF19abjkfrf,274.3841872,19.4446576
ZTF21acasrer,274.410325,35.7898537
ZTF23aaawcpz,274.5386433,43.0591738
ZTF22abbsbys,274.6011063,30.0592725
ZTF19aceuacu,274.6368405,59.9583856
ZTF19aanuipj,274.638938,58.0384344
ZTF20aazdsjr,274.6637304,19.1899082
ZTF20acnvzga,274.7536678,29.1924234
ZTF18abimsyv,274.7992247,54.0887094
ZTF22aaboeex,274.8881445,68.3775026
ZTF23aacvise,274.9018101,12.6322189
ZTF23aamwiqd,275.0802436,24.6624182
ZTF23aajaygo,275.1255882,41.0165309
ZTF18acaqbvs,275.1381095,41.9681342
ZTF22aaknvcz,275.1949695,40.4076417
ZTF19actaiag,275.2054553,38.0149674
ZTF22aaonqcc,275.3622152,22.1166025
ZTF22aamfwtc,275.4233479,24.8888852
ZTF20aazdxlx,275.443184,33.1111668
ZTF19aapgbri,275.5040061,55.9644842
ZTF21abqftqr,275.5140078,36.6223265
ZTF22aaefjef,275.5433633,33.2394007
ZTF19abciuew,275.6141882,51.099271900000005
ZTF19abgsyrp,275.628695,18.5670095
ZTF20aazdsty,275.6306554,42.9809524
ZTF20aamifit,275.7067393,47.8320214
ZTF18abhxidv,275.7708209,27.4709756
ZTF20abxwreg,275.9188373,16.6259691
ZTF21abvbhul,276.0236616,30.2366236
ZTF19acbpwwg,276.0588421,46.9754596
ZTF18aaslhxt,276.1079208,44.1304447
ZTF19abomiel,276.2007832,40.1896699
ZTF23aaejvsg,276.3796453,30.4473714
ZTF21acprymk,276.3907506,35.8797526
ZTF20abgpksj,276.527717,30.2225037
ZTF23aagdamr,276.5395421,60.4271238
ZTF20abxrsjb,276.5455712,34.4375521
ZTF18abaxlpi,276.5590892,45.0101902
ZTF21achzfpg,276.6615464,15.7043793
ZTF18abcvwcy,277.0082316,16.1279497
ZTF18abucvbf,277.0638701,46.3533749
ZTF19aamhqej,277.2018466,50.373203
ZTF22aapmmtu,277.3821477,35.0900675
ZTF21aavqwhh,277.5211103,35.4340957
ZTF19abxfhrq,277.5841513,50.7465272
ZTF21aaygmiu,277.6429275,23.1305128
ZTF22abbmemk,277.6779918,59.3567035
ZTF18abhpgje,277.6781512,54.6344756
ZTF19abzhvxk,277.6982378,23.4189719
ZTF23aaekejj,277.7208666,21.9536612
ZTF18abkhdxe,277.84326565000003,63.74150375
ZTF18abpaywm,277.8894335,49.8161801
ZTF20abjwuju,277.8909915,31.0251237
ZTF21acdenty,277.9006513,20.325799
ZTF21aciqppd,277.904619,30.9102607
ZTF21abotuqo,278.0317654,49.3474431
ZTF22aauxzqe,278.0577588,22.0865832
ZTF20abazgfi,278.0631123,43.7953221
ZTF22aaknrtp,278.1083636,31.8803428
ZTF21acdwvwo,278.1089144,51.5687898
ZTF21aaskwgm,278.1222316,32.3175096
ZTF19abnmrqt,278.3080344,50.3587708
ZTF22aadgsdi,278.3556298,44.086587
ZTF19acjuomg,278.4066309,59.5250752
ZTF23aagfkgu,278.4168631,29.2706433
ZTF19aapwbvm,278.5352374,70.9547924
ZTF20acgsvwb,278.5404921,25.785869
ZTF22aauvfay,278.5545734,69.1022006
ZTF18aauqdyb,278.5608928,32.9193301
ZTF21abvfacx,278.5744215,18.1894572
ZTF21abujejr,278.6657633,44.2358597
ZTF20aavnnkm,278.784211,31.6889283
ZTF20abeljuj,278.875474,36.5923507
ZTF18abiczpm,278.9153044,46.8322619
ZTF21aaunadg,278.9270886,51.1221354
ZTF20acbakkg,279.0506705,77.1499308
ZTF21aaoppzc,279.0953177,35.3314555
ZTF19abtnbtt,279.1089064,24.0123715
ZTF22absxxub,279.1327901,58.837882
ZTF20abjkvyt,279.2067498,30.3286355
ZTF21abilrxd,279.2669609,33.8205752
ZTF21aaoqefp,279.3195878,23.1715167
ZTF18abtnlik,279.3216239,49.1484226
ZTF20aasivxr,279.4630295,37.4709334
ZTF18ablwtkf,279.4662685,51.8380804
ZTF22abuhfdv,279.5394968,66.8597262
ZTF21abtucck,279.7119538,32.3349605
ZTF18acaqcdg,279.7192107,40.6828488
ZTF22aaobrbd,279.741173,48.3847047
ZTF22abreusl,279.8335596,34.1557208
ZTF19aavmnpb,279.97850765,40.1332267
ZTF22aasygdq,280.1981793,53.9738581
ZTF21aaopqqk,280.4604549,61.2564676
ZTF23aapksof,280.473865,49.9179516
ZTF19abalbim,280.5662183,24.8968839
ZTF18acbwnsh,280.595034,53.8369489
ZTF19abpbvsk,280.5989774,45.9289255
ZTF22aaobkbh,280.6807237,-22.0783922
ZTF18aawurud,280.7298615,50.6594887
ZTF21achutpj,280.7328269,25.2692708
ZTF22aakndny,280.7425533,77.4320798
ZTF18abssdpi,280.8350509,58.80547265
ZTF18abwnsoc,280.8567146,72.12387165000001
ZTF20abxmgny,280.9356626,66.7963969
ZTF21aazsgyr,281.0870878,22.7293984
ZTF21abyakea,281.0968823,23.3124761
ZTF20abkgypx,281.1026424,22.2183408
ZTF18acjxyak,281.1425046,33.7217947
ZTF20acoaqpm,281.1800489,61.5683021
ZTF19aanuipr,281.2955341,47.5375527
ZTF18abeznhw,281.3705664,66.0823113
ZTF20acbbpln,281.3706079,66.0823987
ZTF21abyazip,281.4510172,31.6641022
ZTF18abwtops,281.4867236,36.4026958
ZTF22abblogu,281.5173574,64.1658781
ZTF18abcflnz,281.5597893,35.9686636
ZTF18abaeawz,281.5851155,70.737122
ZTF22aasrmim,281.840257,55.7334943
ZTF23aamxuks,281.8421907,32.6493616
ZTF21aapvxnf,281.8822724,64.468812
ZTF20aarucek,281.9686865,60.6865079
ZTF18accdzeo,281.9843617,43.2779758
ZTF18abmxmsv,282.0795369,30.6070521
ZTF22abbmgdo,282.136996,36.0397771
ZTF20abndzyc,282.2108617,40.2494266
ZTF19aasfsoi,282.2196633,21.3552887
ZTF23aanuvih,282.271785,45.1196673
ZTF20aavdgib,282.5794714,61.5304645
ZTF19acbpzir,282.6243818,80.1864899
ZTF21abcympb,282.7302838,33.5997455
ZTF19abqsvgf,282.7326076,39.3990302
ZTF20acoxtxr,282.7913121,39.9433086
ZTF18acdwuhy,282.7939381,64.5157891
ZTF20abpsbyg,282.9538138,77.9021856
ZTF19acclzaw,283.0504827,32.2805414
ZTF22abatsqa,283.0949679,85.1905188
ZTF21ackmjip,283.1978697,35.7405554
ZTF21abidtrd,283.2496308,28.9596043
ZTF21abrhggj,283.3122591,59.9009316
ZTF20aazpaki,283.3704984,48.8096948
ZTF19acduqvr,283.476825,31.0640441
ZTF21acfqldh,283.6424538,46.0086135
ZTF19aaulzvc,283.6927656,55.1724036
ZTF18aazsabq,283.8409225,56.5883923
ZTF21abvyxfs,283.8447251,50.4214334
ZTF19aawmkja,283.9180272,51.2377052
ZTF20abqcvtk,283.9675747,28.90129
ZTF21achaxmt,284.0629288,33.0193089
ZTF21abcgufz,284.0878556,-23.7449924
ZTF21acbphas,284.1064687,-16.1821461
ZTF22aarlppe,284.1842357,71.6883338
ZTF22aafiwtv,284.2348605,-6.2242056
ZTF18abeegsl,284.3179748,46.4991323
ZTF21acdphro,284.3196009,37.9889147
ZTF21abppeza,284.3999358,42.8020397
ZTF20abqnztv,284.4717769,35.7548657
ZTF18abjstcm,284.7186712,69.0133948
ZTF18aaxcxih,284.7541928,63.7551306
ZTF23aaizygy,284.9138696,55.3817141
ATLAS22eom,284.9386583333333,49.76906388888889
ZTF22aaafpoj,284.9389763,49.7688809
ZTF20aauooag,284.958096,33.6478564
ZTF18abfhryc,284.9899561,72.2672977
ZTF22aaolexr,285.0442964,59.1518203
ZTF19aapgdcn,285.1586908,69.8818117
ZTF21abaphri,285.4107087,60.8498906
ZTF22abfwelj,285.4145384,58.165929
ZTF21aaxlbad,285.6619705,54.4856763
ZTF21achzpyc,285.7739745,57.5000952
ZTF18abkxlcz,285.8502172,51.7365248
ZTF21abscohx,285.9035823,-27.4027473
ZTF20abzgfhl,286.0456896,29.4463996
ZTF20abipuee,286.1094397,55.2460777
ZTF22abgbywx,286.1337757,-22.1861864
ZTF20abchbds,286.2255353,-11.1042293
ZTF21aascwrr,286.2490437,50.7340014
ZTF21abkdpnw,286.2508264,34.3922063
ZTF22aakpbbc,286.3680483,-20.9866545
ZTF23aaknwrx,286.5606971,-25.0827864
ZTF18abslxhz,286.7175892,34.3483825
ZTF22abcbses,286.7188907,34.6097697
ZTF22aahyqck,286.903265,30.7379452
ZTF22abhxptj,286.9259944,42.3286895
